VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.56606606606607                     0.3      0.0314944919199306     0.00955513734482598    5.92202568503008E-05    4.49171018278262E-09    7.24269819720427E-05        3416.67707780875       -3350.01465553343        501.320716308549        632.809311747745      0.0396203516799348        8420.01099573118       0.041181278601524        6227.13826293732        12002574.1803824       0.315688739465917 
       1.56681681681682                     0.3      0.0315449510555517     0.00956519250121969    6.25016299470938E-05     5.0416785054075E-09    7.65556686037848E-05        3416.35457664461       -3347.80880897668        505.637282321049        637.452706285894      0.0395847910945948        8412.45375583215      0.0412492035708251        6316.72070507288        12001063.7291248       0.313455865660671 
       1.56756756756757                     0.3      0.0315954101911728     0.00957524765761341    6.57830030438868E-05    5.59164682803238E-09    8.06843552355269E-05        3416.03207548047       -3345.60296241993        509.953848333549        642.096100824043      0.0395492305092548        8404.89651593313      0.0413171285401261        6406.30314720844        11999553.2778671       0.311222991855425 
       1.56831831831832                     0.3       0.031645869326794     0.00958530281400712    6.90643761406799E-05    6.14161515065726E-09     8.4813041867269E-05        3415.70957431633       -3343.39711586318        514.270414346048        646.739495362192      0.0395136699239148         8397.3392760341      0.0413850535094272          6495.885589344        11998042.8266094       0.308990118050179 
       1.56906906906907                     0.3      0.0316629907255176     0.00958923424513147    6.98652642615569E-05    6.22974284766686E-09    8.58161577133027E-05         3415.5724270599       -3342.53739881273        516.147451972369        649.140377431142      0.0394965338375941         8393.6975728483      0.0414079105684265        6525.44764477009        11997226.5277388        0.30494541651637 
       1.56981981981982                     0.3        0.03167387709252     0.00959202037891832    7.02022365936477E-05    6.23149422705867E-09    8.62347097943719E-05        3415.46994584867       -3341.92944330802        517.568233767056        651.121850815455      0.0394828436161257        8390.78817778791      0.0414223387454292        6543.78431269578        11996540.0535819       0.300561855647388 
       1.57057057057057                     0.3      0.0316847634595223     0.00959480651270517    7.05392089257384E-05    6.23324560645048E-09     8.6653261875441E-05        3415.36746463745       -3341.32148780331        518.989015561743        653.103324199767      0.0394691533946573        8387.87878272753       0.041436766922432        6562.12098062146         11995853.579425       0.296178294778407 
       1.57132132132132                     0.3      0.0316956498265246     0.00959759264649201    7.08761812578291E-05    6.23499698584229E-09    8.70718139565101E-05        3415.26498342622       -3340.71353229861        520.409797356431        655.084797584079      0.0394554631731889        8384.96938766715      0.0414511950994347        6580.45764854715        11995167.1052682       0.291794733909427 
       1.57207207207207                     0.3      0.0317065361935269     0.00960037878027886    7.12131535899198E-05     6.2367483652341E-09    8.74903660375792E-05          3415.162502215        -3340.1055767939        521.830579151117        657.066270968392      0.0394417729517206        8382.05999260676      0.0414656232764374        6598.79431647283        11994480.6311113       0.287411173040446 
       1.57282282282282                     0.3      0.0317174225605293     0.00960316491406571    7.15501259220106E-05    6.23849974462591E-09    8.79089181186483E-05        3415.06002100377       -3339.49762128919        523.251360945805        659.047744352704      0.0394280827302522        8379.15059754638      0.0414800514534401        6617.13098439852        11993794.1569544       0.283027612171466 
       1.57357357357357                     0.3      0.0317283089275316     0.00960595104785255    7.18870982541014E-05    6.24025112401773E-09    8.83274701997176E-05        3414.95753979255       -3338.88966578448        524.672142740492        661.029217737017      0.0394143925087838        8376.24120248599      0.0414944796304428        6635.46765232421        11993107.6827976       0.278644051302484 
       1.57432432432432                     0.3      0.0317391952945339      0.0096087371816394    7.22240705861921E-05    6.24200250340954E-09    8.87460222807867E-05        3414.85505858133       -3338.28171027978        526.092924535179        663.010691121329      0.0394007022873155        8373.33180742561      0.0415089078074455        6653.80432024989        11992421.2086407       0.274260490433504 
       1.57507507507508                     0.3      0.0317500816615362     0.00961152331542624    7.25610429182828E-05    6.24375388280135E-09    8.91645743618558E-05         3414.7525773701       -3337.67375477507        527.513706329866        664.992164505642      0.0393870120658471        8370.42241236522      0.0415233359844482        6672.14098817558        11991734.7344838       0.269876929564523 
       1.57582582582583                     0.3      0.0317609680285386     0.00961430944921309    7.28980152503735E-05    6.24550526219316E-09    8.95831264429249E-05        3414.65009615888       -3337.06579927036        528.934488124553        666.973637889954      0.0393733218443787        8367.51301730484      0.0415377641614509        6690.47765610126         11991048.260327       0.265493368695543 
       1.57657657657658                     0.3      0.0317718543955409     0.00961709558299994    7.32349875824643E-05    6.24725664158497E-09     9.0001678523994E-05        3414.54761494765       -3336.45784376566        530.355269919241        668.955111274266      0.0393596316229104        8364.60362224445      0.0415521923384536        6708.81432402694        11990361.7861701       0.261109807826563 
       1.57732732732733                     0.3      0.0317827407625432     0.00961988171678679    7.35719599145551E-05    6.24900802097678E-09    9.04202306050632E-05        3414.44513373643       -3335.84988826095        531.776051713928        670.936584658579       0.039345941401442        8361.69422718407      0.0415666205154563        6727.15099195263        11989675.3120133       0.256726246957581 
       1.57807807807808                     0.3      0.0317936271295455     0.00962266785057363    7.39089322466458E-05    6.25075940036859E-09    9.08387826861323E-05         3414.3426525252       -3335.24193275624        533.196833508615        672.918058042892      0.0393322511799736        8358.78483212368       0.041581048692459        6745.48765987832        11988988.8378564         0.2523426860886 
       1.57882882882883                     0.3      0.0318045134965479     0.00962545398436048    7.42459045787365E-05     6.2525107797604E-09    9.12573347672014E-05        3414.24017131398       -3334.63397725153        534.617615303302        674.899531427204      0.0393185609585052         8355.8754370633      0.0415954768694617          6763.824327804        11988302.3636995        0.24795912521962 
       1.57957957957958                     0.3      0.0318153998635502     0.00962824011814732    7.45828769108272E-05    6.25426215915222E-09    9.16758868482705E-05        3414.13769010275       -3334.02602174683        536.038397097989        676.881004811516      0.0393048707370369        8352.96604200291      0.0416099050464644        6782.16099572969        11987615.8895427       0.243575564350639 
       1.58033033033033                     0.3      0.0318262862305525     0.00963102625193417     7.4919849242918E-05    6.25601353854403E-09    9.20944389293396E-05        3414.03520889153       -3333.41806624212        537.459178892676        678.862478195829      0.0392911805155685        8350.05664694253      0.0416243332234671        6800.49766365537        11986929.4153858       0.239192003481659 
       1.58108108108108                     0.3      0.0318371725975548     0.00963381238572102    7.52568215750088E-05    6.25776491793584E-09    9.25129910104088E-05         3413.9327276803       -3332.81011073741        538.879960687364        680.843951580141      0.0392774902941001        8347.14725188214      0.0416387614004698        6818.83433158106        11986242.9412289       0.234808442612677 
       1.58183183183183                     0.3      0.0318480589645572     0.00963659851950787    7.55937939070995E-05    6.25951629732765E-09    9.29315430914779E-05        3413.83024646908       -3332.20215523271        540.300742482051        682.825424964454      0.0392638000726318        8344.23785682176      0.0416531895774725        6837.17099950674        11985556.4670721       0.230424881743697 
       1.58258258258258                     0.3      0.0318589453315595     0.00963938465329471    7.59307662391902E-05    6.26126767671946E-09    9.33500951725471E-05        3413.72776525785         -3331.594199728        541.721524276738        684.806898348766      0.0392501098511634        8341.32846176137      0.0416676177544753        6855.50766743243        11984869.9929152       0.226041320874716 
